"company_name","movie_title","revenue","revenue_quartile"
"Apatow Productions","This Is 40","88058786",3
"Apatow Productions","Begin Again","63464861",3
"Apatow Productions","Year One","62357900",3
"Apatow Productions","Funny People","61458982",4
"Apatow Productions","The Five-Year Engagement","53909751",4
"Apatow Productions","Wanderlust","24159934",4
"Apatow Productions","Walk Hard: The Dewey Cox Story","18317151",4
"Apatow Productions","Drillbit Taylor","0",4
"Aperture Entertainment","The Prince","266586800",1
"Aperture Entertainment","The Last Witch Hunter","146936910",2
"Apipoulau00ef","From Paris with Love","52826594",1
"Apjac International","Battle for the Planet of the Apes","8844595",1
"APJAC Productions","Beneath the Planet of the Apes","18999718",1
"APJAC Productions","Escape from the Planet of the Apes","12348905",2
"APJAC Productions","Conquest of the Planet of the Apes","9700000",3
"ApolloMedia Distribution","The Musketeer","27053815",1
"ApolloMedia Distribution","FearDotCom","18902015",1
"ApolloMedia Distribution","Extreme Ops","10959475",2
"ApolloMedia Distribution","A Sound of Thunder","5989640",3
"ApolloMedia Distribution","George and the Dragon","0",4
"ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I)","Imaginary Heroes","0",1
"ApolloProScreen Filmproduktion","Crash","98410061",1
"Apostle Productions","Burn","111300",1
"Apotheosis Media Group","The Call","68572378",1
"Apparatus Productions","World War Z","531865000",1
"Apparatus Productions","Machine Gun Preacher","2527904",2
"Appian Way","The Revenant","532950503",1
"Appian Way","The Wolf of Wall Street","392000694",1
"Appian Way","Shutter Island","294804195",1
"Appian Way","Public Enemies","214104620",2
"Appian Way","The Aviator","102000000",2
"Appian Way","Red Riding Hood","89162162",3
"Appian Way","The Ides of March","75993061",3
"Appian Way","Runner Runner","62616646",4
"Appian Way","Out of the Furnace","15400000",4
"Applause Pictures","投名狀","0",1
"Applecross","Seven Years in Tibet","131457682",1
"Applehead Pictures","Letters to Juliet","0",1
"April Films","Jindabyne","0",1
"Apropos Films","The Missing Person","0",1
"Aquafilms","Cama adentro","0",1
"AR-TL","Starsky & Hutch","170268750",1
"AR Films","Sin City: A Dame to Kill For","39407616",1
"AR Films","Machete Kills","15008161",2
"Arachnid Productions Ltd.","Kingdom of the Spiders","17000000",1
"Aramid Entertainment Fund","How to Lose Friends & Alienate People","17286299",1
"Aramid Entertainment Fund","Chéri","9366227",1
"Aramid Entertainment Fund","Eden Lake","3983997",2
"Aramid Entertainment Fund","Choke","3830137",3
"Aramid Entertainment Fund","Bronson","2260712",4
"Arc Productions","Dolphin Tale","95404397",1
"Arc Productions","9","48428063",2
"Arc Productions","VeggieTales: The Pirates Who Don't Do Anything","0",3
"Arcade Pictures","The Last Exorcism","67738090",1
"Arcade Pictures","The Man with the Iron Fists","15608545",2
"Arcadia Motion Pictures","Blackthorn","623528",1
"Arcadia Motion Pictures","Aloft","53086",2
"Arcadia Motion Pictures","The Adventurer: The Curse of the Midas Box","6399",3
"Archer Gray","The Diary of a Teenage Girl","1477002",1
"Archer Street Productions","Girl with a Pearl Earring","31466789",1
"Archer Street Productions","The Railway Man","22309223",2
"Arco Films S.L","One Man's Hero","0",1
"ARD","Ghost Dog: The Way of the Samurai","0",1
"ARD Degeto Film","Cloud Atlas","130482868",1
"ARD Degeto Film","Hodejegerne","15699707",2
"ARD Degeto Film","Drei","2611555",3
"Ardustry Entertainment","2 Fast 2 Furious","236350661",1
"Ardustry Entertainment","The Fast and the Furious","207283925",2
"area japan","The Yellow Handkerchief","317000",1
"Arena","Johnny Suede","0",1
"Argonaut Pictures","Welcome to the Rileys","42145",1
"Argyle Enterprises","The Sound of Music","286214286",1
"Ariane Mararu00eda Films","Blackthorn","623528",1
"ArieScope Pictures","Hatchet","0",1
"Arion Communications Ltd.","Arn: Tempelriddaren","0",1
"Aristos Films","The Lovers","0",1
"Arka Media Works","Baahubali: The Beginning","100000000",1
"Arlington Road Productions Corporation","Arlington Road","0",1
"Armada Films","Des hommes et des dieux","41424067",1
"Armory Films","Cabin Fever","0",1
"Arnold Kopelson Productions","Outbreak","189859560",1
"Arnold Kopelson Productions","Mad City","10541523",2
"Arrowstorm Entertainment","Zombie Hunter","0",1
"Arsu00e9nico Producciones","Los cronocrímenes","553198",1
"Art In Motion","Vantage Point","151161491",1
"Art Linson Productions","Into the Wild","56255142",1
"Art Linson Productions","The Black Dahlia","49111202",1
"Art Linson Productions","The Edge","43312294",2
"Art Linson Productions","What Just Happened","6673422",2
"Art Linson Productions","Imaginary Heroes","0",3
"Art Linson Productions","Pushing Tin","0",4
"Art Pictures Studio","Obitaemyy Ostrov","21834845",1
"Art Pictures Studio","Савва. Сердце воина","0",2
"Artcam y Fonds Sud Cinu00e9ma","El Crimen del Padre Amaro","0",1
"Arte","Good bye, Lenin!","79384880",1
"Arte","Das Leben der Anderen","70000000",2
"Arte","Dancer in the Dark","40031879",3
"Arte","Manderlay","674918",4
"ARTE","Drei","2611555",1
"ARTE","Ajami","0",2
"Arte France","Carlos","871279",1
"Arte France","Rubber","98017",2
"Arte France","The Gatekeepers","0",3
"Arte France Cinu00e9ma","Dancer in the Dark","40031879",1
"Arte France Cinu00e9ma","Manderlay","674918",2
"Arte France Cinu00e9ma","Rubber","98017",3
"Arte France Cinu00e9ma","سكر بنات","0",4
"Artemis Films","Coriolanus","1072602",1
"Artemple - Hollywood","Gone Girl","369330363",1
"Artfire Films","Diary of the Dead","5364858",1
"Artfire Films","Survival of the Dead","0",2
"Artic Productions LLC","Cecil B. Demented","0",1
"Artina Films","Arbitrage","35485056",1
"Artina Films","A Single Man","0",2
"Artisan Entertainment","The Blair Witch Project","248000000",1
"Artisan Entertainment","The Ninth Gate","58401898",1
"Artisan Entertainment","National Lampoon’s Van Wilder","38275483",1
"Artisan Entertainment","Stir of Echoes","21133087",2
"Artisan Entertainment","Boat Trip","8586376",2
"Artisan Entertainment","Requiem for a Dream","7390108",2
"Artisan Entertainment","Made","5476060",3
"Artisan Entertainment","The Limey","3193102",3
"Artisan Entertainment","Eulogy","0",4
"Artisan Entertainment","Book of Shadows: Blair Witch 2","0",4
"Artist International","The Kids Are All Right","34705850",1
"Artist International Management","The Kids Are All Right","34705850",1
"Artists Independent Network","Spider","0",1
"Artists Production Group (APG)","Godsend","30114487",1
"Artists Production Group (APG)","Timeline","19480739",2
"Artists Production Group (APG)","The 51st State","14",3
"Artists Public Domain","Another Earth","1776935",1
"Arts Council of England","Billy Elliot","110000000",1
"Arts Council of England","The House of Mirth","5164404",1
"Arts Council of England","Shooting Fish","302204",2
"Arts Council of England","Love and Death on Long Island","0",2
"Arts Council of England","Pandaemonium","0",3
"Arts Council of England","The Claim","0",3
"Arts Council of England","Among Giants","0",4
"Artu00e9mis Productions","Joyeux Noël","17709155",1
"Arturo Gonzu00e1lez Producciones Cinematogru00e1ficas S.A.","Il buono, il brutto, il cattivo","6000000",1
"ASAF","Mirrors","72436439",1
"Asahi Soft Drinks Company","崖の上のポニョ","187479518",1
"Ascendant Pictures","Lucky Number Slevin","56308881",1
"Ascendant Pictures","Lord of War","24127895",2
"Ascendant Pictures","Timber Falls","0",3
"Ascension Pictures","Cloud Atlas","130482868",1
"Ascension Productions","Like Crazy","3542353",1
"Ascot Elite Entertainment Group","Cargo","0",1
"Ascot Elite Home Entertainment","The Ten","0",1
"Asghar Farhadi Productions","جدایی نادر از سیمین","0",1
"Ashton Productions","Some Like It Hot","25000000",1
"Asia Union Film & Entertainment Ltd.","卧虎藏龙","213525736",1
"ASIG Productions","And So It Goes","25312387",1
"Asis Productions","The Giver","66980456",1
"Asmik Ace Entertainment","Blindness","19844979",1
"ASQA Film Partnership","Critical Care","0",1
"Assassin Films","East Is East","28200000",1
"Associated General Films","March or Die","0",1
"Associated General Films","Capricorn One","0",2
"AST Studios","#Horror","0",1
"Astral Bellevue Pathu00e9","Porky's","125728258",1
"Astral Films","Les Invasions barbares","3432342",1
"Astral Media","Eastern Promises","55112356",1
"Astral Media","Fido","426224",1
"Astral Media","Gunless","0",2
"Astral Media","The Statement","0",2
"Astral Media","Owning Mahowny","0",3
"Astral Media","How She Move","0",4
"Asylum","Sunday School Musical","0",1
"Asylum Films","Bang","0",1
"Asymmetrical Productions","Mulholland Drive","20117339",1
"Asymmetrical Productions","The Straight Story","0",2
"Atchity Entertainment International (AEI)","Life or Something Like It","16872671",1
"Atchity Entertainment International (AEI)","Joe Somebody","0",2
"Atlantic Entertainment Group","Teen Wolf Too","0",1
"Atlantic Pictures","The Art of Getting By","1406224",1
"Atlantic Swiss Productions","Coriolanus","1072602",1
"Atlantic Television","Bridget Jones: The Edge of Reason","40203020",1
"Atlantis Pictures","Cargo","0",1
"Atlas 2 Productions","Atlas Shrugged Part II","0",1
"Atlas 3 Productions","Atlas Shrugged Part III: Who is John Galt?","846704",1
"Atlas Entertainment","Batman v Superman: Dawn of Justice","873260194",1
"Atlas Entertainment","Suicide Squad","745000000",1
"Atlas Entertainment","Warcraft","433677183",1
"Atlas Entertainment","Scooby-Doo","275650703",1
"Atlas Entertainment","American Hustle","251171807",2
"Atlas Entertainment","Get Smart","230685453",2
"Atlas Entertainment","City of Angels","198685114",2
"Atlas Entertainment","Three Kings","108000000",3
"Atlas Entertainment","The Brothers Grimm","105316267",3
"Atlas Entertainment","The Bank Job","64822796",3
"Atlas Entertainment","The International","60161391",4
"Atlas Entertainment","Idlewild","0",4
"Atlas Entertainment","Rollerball","0",4
"Atman Entertainment","Fight Club","100853753",1
"Atmosphere Entertainment MM","300","422610419",1
"Atmosphere Entertainment MM","300: Rise of an Empire","337580051",1
"Atmosphere Entertainment MM","The Last Witch Hunter","146936910",2
"Atmosphere Entertainment MM","Escape Plan","122915111",2
"Atmosphere Entertainment MM","Piranha 3D","83188165",3
"Atmosphere Entertainment MM","Land of the Dead","46770602",4
"ATO Pictures","Choke","3830137",1
"Atomic Monster","The Conjuring 2","320170008",1
"Atomic Monster","Lights Out","44107032",2
"ATR Films","Against the Ropes","6614280",1
"Attitude Pinu00edculas y Films A.I.E.","Red Lights","13551174",1
"Audiovisual Aval SGR","Blackthorn","623528",1
"Audley Films","And When Did You Last See Your Father?","92",1
"Audley Films LLP","Made in Dagenham","0",1
"August Entertainment","True Romance","12281551",1
"August Entertainment","Freeway","0",2
"August Heart Entertainment","Unnatural","0",1
"Australian Film Finance Corporation","黃石的孩子","7400000",1
"Australian Film Finance Corporation (AFFC)","Daybreakers","51416464",1
"Australian Film Finance Corporation (AFFC)","Bright Star","4440055",1
"Australian Film Finance Corporation (AFFC)","Rabbit-Proof Fence","0",2
"Australian Film Finance Corporation (AFFC)","Oscar and Lucinda","0",2
"Australian Film Finance Corporation (AFFC)","Shine","0",3
"Australian Film Finance Corporation (AFFC)","Jindabyne","0",4
"Automatik Entertainment","Sinister","77712439",1
"Automatik Entertainment","Sinister 2","52882018",1
"Automatik Entertainment","Safe","40346186",2
"Automatik Entertainment","Bullet to the Head","9489829",2
"Automatik Entertainment","The Lords of Salem","1165882",3
"Automatik Entertainment","The Signal","600896",3
"Automatik Entertainment","A Haunted House 2","0",4
"Autonomous","The Proposition","5048693",1
"AV Club, The","The Oh in Ohio","0",1
"AV Pictures","Lesbian Vampire Killers","0",1
"Avalanche Productions","Arthur et les Minimoys","107944236",1
"AVCO Embassy Pictures","Escape from New York","50244700",1
"AVCO Embassy Pictures","The Fog","21378361",2
"AVCO Embassy Pictures","The Howling","17985893",3
"Avenging Conscience","Orgazmo","0",1
"Avenue Pictures Productions","Mindhunters","21148829",1
"Aver Media","Nowhere Boy","0",1
"Aversano Films","Killers","98159963",1
"Avery Pix","Freddy vs. Jason","114908830",1
"Avery Pix","About Schmidt","105834556",1
"Avery Pix","The Cell","104155843",2
"Avery Pix","Pride and Glory","31148328",3
"Avery Pix","Little Nicky","0",4
"Avi Arad Productions","The Amazing Spider-Man 2","705717432",1
"Avikoo Studios","Jungle Shuffle","0",1
"Avon Production","Cat on a Hot Tin Roof","17570324",1
"Axon Films","Appaloosa","20211394",1
"AZL Productions KG","Along Came a Spider","105178561",1
"Azoff Entertainment","The Hurricane","73956241",1
"Aztec Musique","Le bonheur d'Elza","0",1
"B Media 2012","Loin des hommes","0",1
"B.D.S. Productions Inc.","The Boondock Saints","30471",1
"B.H. Finance C.V.","Braveheart","210000000",1
"B.Sting Entertainment","Arnolds Park","0",1
"B24","Spectre","880674609",1
"Babbo Inc.","Mulholland Drive","20117339",1
"Babcock & Brown","Jindabyne","0",1
"Babe Films","La grande bellezza","8371085",1
"Babe Ruthless Productions","Whip It","16633035",1
"Babelsberg Film","Casino Royale","599045960",1
"Babelsberg Film","Sahara","119269486",2
"Babelsberg Film","Around the World in 80 Days","72178895",3
"Babelsberg Film","Doom","55987321",4
"Babieka","Exodus: Gods and Kings","268031828",1
"Babieka","Tomorrowland","209154322",2
"Baby Cow Productions","Philomena","100129872",1
"Baby Cow Productions","A Cock and Bull Story","0",2
"Baby Films","Ripley's Game","0",1
"Babylon","Babylon A.D.","72108608",1
"Babylon Films Limited","Babylon A.D.","72108608",1
"Bac Films","The Pianist","120072577",1
"Bac Films","The Ninth Gate","58401898",1
"Bac Films","Le peuple migrateur","20217080",2
"Bac Films","سكر بنات","0",3
"Bac Films","Ghost Dog: The Way of the Samurai","0",4
"Back Lot Pictures","Sunshine Cleaning","16174377",1
"Backup Films","Renaissance","1831348",1
"Backup Films","Rubber","98017",2
"Backup Media","Still Alice","43884652",1
"Backup Media","Loin des hommes","0",2
"Bad Cop Bad Cop Film Productions","Compliance","319285",1
"Bad Hat Harry Productions","X-Men: Days of Future Past","747862775",1
"Bad Hat Harry Productions","X-Men: Apocalypse","543934787",1
"Bad Hat Harry Productions","X-Men: The Last Stand","459359555",1
"Bad Hat Harry Productions","The Wolverine","415440673",2
"Bad Hat Harry Productions","X2","407711549",2
"Bad Hat Harry Productions","Superman Returns","391081192",2
"Bad Hat Harry Productions","X-Men Origins: Wolverine","373062864",3
"Bad Hat Harry Productions","X-Men: First Class","353624124",3
"Bad Hat Harry Productions","X-Men","296339527",3
"Bad Hat Harry Productions","Valkyrie","200276000",4
"Bad Hat Harry Productions","Jack the Giant Slayer","197687603",4
"Bad Hat Harry Productions","The Usual Suspects","23341568",4
"Bad Robot","Mission: Impossible - Ghost Protocol","694713380",1
"Bad Robot","Mission: Impossible - Rogue Nation","682330139",1
"Bad Robot","Star Trek Into Darkness","467365246",1
"Bad Robot","Star Trek","385680446",2
"Bad Robot","Star Trek Beyond","343471816",2
"Bad Robot","Super 8","260095987",2
"Bad Robot","Cloverfield","170764026",3
"Bad Robot","10 Cloverfield Lane","108286421",3
"Bad Robot","Morning Glory","58785180",4
"Bad Robot","Joy Ride","36642838",4
"Bagdasarian Productions","Alvin and the Chipmunks: The Squeakquel","443140005",1
"Bagdasarian Productions","Alvin and the Chipmunks","361366633",2
"Bagdasarian Productions","Alvin and the Chipmunks: The Road Chip","233755553",3
"Bagman (2009)","Casino Jack","1083683",1
"Bago Pictures","Circumstance","0",1
"Bait Productions","Bait","0",1
